SL,user_code,day_is,status,start_date_time,end_date_time,break_time,ot_hours
111,31,4/1/2018,Late,10:38,20:45,0,0
112,32,4/1/2018,Absence,10:17,10:18,0,0
113,36,4/1/2018,Missing Out,10:29,0:00,0,0
114,40,4/1/2018,Late,11:38,19:08,0,0
115,46,4/1/2018,Late,10:15,20:46,0,0
116,53,4/1/2018,Late,10:42,20:46,0,0
117,59,4/1/2018,Excused,10:35,18:28,0,0
118,60,4/1/2018,Present,10:04,21:21,0,0
119,61,4/1/2018,Excused,10:50,15:32,0,0
120,62,4/1/2018,Late,10:31,20:16,0,0
121,64,4/1/2018,Late,10:09,20:21,0,0
122,1005,4/1/2018,Early Out,10:03,14:13,0,0
123,1006,4/1/2018,Late,11:17,19:47,0,0
124,1007,4/1/2018,Late,10:39,20:46,0,0
125,9151,4/1/2018,Present,9:56,20:18,0,0
126,9152,4/1/2018,Present,9:52,19:47,0,0
127,9159,4/1/2018,Late,10:54,19:14,0,0
128,9161,4/1/2018,Late,10:10,20:20,0,0
129,9162,4/1/2018,Present,9:57,19:46,0,0
130,9164,4/1/2018,Absence,0:00,0:00,0,0
131,9165,4/1/2018,Absence,0:00,0:00,0,0
132,9166,4/1/2018,Absence,0:00,0:00,0,0
133,9167,4/1/2018,Absence,0:00,0:00,0,0
134,9169,4/1/2018,Absence,0:00,0:00,0,0
135,9170,4/1/2018,Absence,0:00,0:00,0,0
136,9173,4/1/2018,Absence,0:00,0:00,0,0
137,9174,4/1/2018,Absence,0:00,0:00,0,0
138,9175,4/1/2018,Absence,0:00,0:00,0,0
139,9176,4/1/2018,Absence,0:00,0:00,0,0
140,9177,4/1/2018,Absence,0:00,0:00,0,0
141,9178,4/1/2018,Absence,0:00,0:00,0,0
142,9179,4/1/2018,Absence,0:00,0:00,0,0
143,9180,4/1/2018,Absence,0:00,0:00,0,0
144,9181,4/1/2018,Absence,0:00,0:00,0,0
145,3,5/1/2018,Non Working day,0:00,0:00,0,0
146,22,5/1/2018,Non Working day,0:00,0:00,0,0
147,31,5/1/2018,Non Working day,0:00,0:00,0,0
148,32,5/1/2018,Non Working day,0:00,0:00,0,0
149,36,5/1/2018,Non Working day,0:00,0:00,0,0
150,40,5/1/2018,Non Working day,0:00,0:00,0,0
151,46,5/1/2018,Non Working day,0:00,0:00,0,0
152,53,5/1/2018,Non Working day,0:00,0:00,0,0
153,59,5/1/2018,Non Working day,0:00,0:00,0,0
154,60,5/1/2018,Non Working day,0:00,0:00,0,0
155,61,5/1/2018,Non Working day,0:00,0:00,0,0
156,62,5/1/2018,Non Working day,0:00,0:00,0,0
157,64,5/1/2018,Non Working day,0:00,0:00,0,0
158,1005,5/1/2018,Non Working day,0:00,0:00,0,0
159,1006,5/1/2018,Non Working day,0:00,0:00,0,0
160,1007,5/1/2018,Non Working day,0:00,0:00,0,0
161,9151,5/1/2018,Non Working day,0:00,0:00,0,0
162,9152,5/1/2018,Non Working day,0:00,0:00,0,0
163,9159,5/1/2018,Non Working day,0:00,0:00,0,0
164,9161,5/1/2018,Non Working day,0:00,0:00,0,0
165,9162,5/1/2018,Non Working day,0:00,0:00,0,0
166,9164,5/1/2018,Non Working day,0:00,0:00,0,0
167,9165,5/1/2018,Non Working day,0:00,0:00,0,0
168,9166,5/1/2018,Non Working day,0:00,0:00,0,0
169,9167,5/1/2018,Non Working day,0:00,0:00,0,0
170,9169,5/1/2018,Non Working day,0:00,0:00,0,0
171,9170,5/1/2018,Non Working day,0:00,0:00,0,0
172,9173,5/1/2018,Non Working day,0:00,0:00,0,0
173,9174,5/1/2018,Non Working day,0:00,0:00,0,0
174,9175,5/1/2018,Non Working day,0:00,0:00,0,0
175,9176,5/1/2018,Non Working day,0:00,0:00,0,0
176,9177,5/1/2018,Non Working day,0:00,0:00,0,0
177,9178,5/1/2018,Non Working day,0:00,0:00,0,0
178,9179,5/1/2018,Non Working day,0:00,0:00,0,0
179,9180,5/1/2018,Non Working day,0:00,0:00,0,0
180,9181,5/1/2018,Non Working day,0:00,0:00,0,0
181,3,6/1/2018,Absence,0:00,0:00,0,0
182,22,6/1/2018,Absence,0:00,0:00,0,0
183,31,6/1/2018,Absence,0:00,0:00,0,0
184,32,6/1/2018,Absence,0:00,0:00,0,0
185,36,6/1/2018,Absence,0:00,0:00,0,0
186,40,6/1/2018,Absence,0:00,0:00,0,0
187,46,6/1/2018,Absence,0:00,0:00,0,0
188,53,6/1/2018,Early Out,8:08,11:16,0,0
189,59,6/1/2018,Absence,0:00,0:00,0,0
190,60,6/1/2018,Excused,11:50,18:53,0,0
191,61,6/1/2018,Absence,0:00,0:00,0,0
192,62,6/1/2018,Excused,10:58,16:45,0,0
193,64,6/1/2018,Absence,0:00,0:00,0,0
194,1005,6/1/2018,Absence,0:00,0:00,0,0
195,1006,6/1/2018,Present,9:49,20:31,0,0
196,1007,6/1/2018,Late,10:59,20:31,0,0
197,9151,6/1/2018,Absence,0:00,0:00,0,0
198,9152,6/1/2018,Early Out,9:55,16:45,0,0
199,9159,6/1/2018,Absence,0:00,0:00,0,0
200,9161,6/1/2018,Absence,0:00,0:00,0,0
201,9162,6/1/2018,Absence,0:00,0:00,0,0
202,9164,6/1/2018,Absence,0:00,0:00,0,0
203,9165,6/1/2018,Absence,0:00,0:00,0,0
204,9166,6/1/2018,Absence,0:00,0:00,0,0
205,9167,6/1/2018,Absence,0:00,0:00,0,0
206,9169,6/1/2018,Absence,0:00,0:00,0,0
207,9170,6/1/2018,Absence,0:00,0:00,0,0
208,9173,6/1/2018,Absence,0:00,0:00,0,0
209,9174,6/1/2018,Absence,0:00,0:00,0,0
210,9175,6/1/2018,Absence,0:00,0:00,0,0
211,9176,6/1/2018,Absence,0:00,0:00,0,0
212,9177,6/1/2018,Absence,0:00,0:00,0,0
213,9178,6/1/2018,Absence,0:00,0:00,0,0
214,9179,6/1/2018,Absence,0:00,0:00,0,0
215,9180,6/1/2018,Absence,0:00,0:00,0,0
216,9181,6/1/2018,Absence,0:00,0:00,0,0
217,3,7/1/2018,Late,10:21,20:42,0,0
218,22,7/1/2018,Late,14:07,19:43,0,0
219,31,7/1/2018,Late,10:34,20:23,0,0
220,32,7/1/2018,Late,10:27,20:21,0,0
221,36,7/1/2018,Excused,10:31,12:32,0,0
222,40,7/1/2018,Late,10:51,19:23,0,0
223,46,7/1/2018,Late,10:30,19:47,0,0
224,53,7/1/2018,Early Out,8:59,11:47,0,0
225,59,7/1/2018,Present,9:40,20:02,0,0
226,60,7/1/2018,Present,10:00,19:54,0,0
227,61,7/1/2018,Late,10:09,19:19,0,0
228,62,7/1/2018,Late,10:20,20:46,0,0
229,64,7/1/2018,Late,10:23,20:23,0,0
230,1005,7/1/2018,Present,9:54,20:23,0,0
231,1006,7/1/2018,Present,9:55,20:46,0,0
232,1007,7/1/2018,Late,11:58,22:21,0,0
233,9151,7/1/2018,Present,10:00,19:28,0,0
234,9152,7/1/2018,Late,10:07,20:46,0,0
235,9159,7/1/2018,Late,10:36,19:46,0,0
236,9161,7/1/2018,Late,10:23,20:23,0,0
237,9162,7/1/2018,Present,10:01,19:33,0,0
238,9164,7/1/2018,Absence,0:00,0:00,0,0
239,9165,7/1/2018,Absence,0:00,0:00,0,0
240,9166,7/1/2018,Absence,0:00,0:00,0,0
241,9167,7/1/2018,Absence,0:00,0:00,0,0
242,9169,7/1/2018,Absence,0:00,0:00,0,0
243,9170,7/1/2018,Absence,0:00,0:00,0,0
244,9173,7/1/2018,Absence,0:00,0:00,0,0
245,9174,7/1/2018,Absence,0:00,0:00,0,0
246,9175,7/1/2018,Absence,0:00,0:00,0,0
247,9176,7/1/2018,Absence,0:00,0:00,0,0
248,9177,7/1/2018,Absence,0:00,0:00,0,0
249,9178,7/1/2018,Absence,0:00,0:00,0,0
250,9179,7/1/2018,Absence,0:00,0:00,0,0
251,9180,7/1/2018,Absence,0:00,0:00,0,0
252,9181,7/1/2018,Absence,0:00,0:00,0,0
253,3,8/1/2018,Late,10:07,20:10,0,0
254,22,8/1/2018,Absence,0:00,0:00,0,0
255,31,8/1/2018,Late,10:55,20:10,0,0
256,32,8/1/2018,Late,10:25,20:21,0,0
257,36,8/1/2018,Late,10:30,20:17,0,0
258,40,8/1/2018,Late,11:51,19:12,0,0
259,46,8/1/2018,Present,10:02,20:10,0,0
260,53,8/1/2018,Late,11:19,19:56,0,0
261,59,8/1/2018,Present,9:51,19:58,0,0
262,60,8/1/2018,Present,9:56,20:05,0,0
263,61,8/1/2018,Late,10:31,20:21,0,0
264,62,8/1/2018,Late,10:21,19:59,0,0
265,64,8/1/2018,Late,10:19,20:52,0,0
266,1005,8/1/2018,Present,10:00,20:04,0,0
267,1006,8/1/2018,Present,9:59,19:53,0,0
268,1007,8/1/2018,Late,10:23,20:10,0,0
269,9151,8/1/2018,Late,10:07,20:09,0,0
270,9152,8/1/2018,Present,9:57,19:59,0,0
271,9159,8/1/2018,Late,10:16,19:32,0,0
272,9161,8/1/2018,Late,10:18,20:52,0,0
273,9162,8/1/2018,Late,10:08,20:10,0,0
274,9164,8/1/2018,Absence,0:00,0:00,0,0
275,9165,8/1/2018,Absence,0:00,0:00,0,0
276,9166,8/1/2018,Absence,0:00,0:00,0,0
277,9167,8/1/2018,Absence,0:00,0:00,0,0
278,9169,8/1/2018,Absence,0:00,0:00,0,0
279,9170,8/1/2018,Absence,0:00,0:00,0,0
280,9173,8/1/2018,Absence,0:00,0:00,0,0
281,9174,8/1/2018,Absence,0:00,0:00,0,0
282,9175,8/1/2018,Absence,0:00,0:00,0,0
283,9176,8/1/2018,Absence,0:00,0:00,0,0
284,9177,8/1/2018,Absence,0:00,0:00,0,0
285,9178,8/1/2018,Absence,0:00,0:00,0,0
286,9179,8/1/2018,Absence,0:00,0:00,0,0
287,9180,8/1/2018,Absence,0:00,0:00,0,0
288,9181,8/1/2018,Absence,0:00,0:00,0,0
289,3,9/1/2018,Late,10:34,19:52,0,0
290,22,9/1/2018,Absence,8:06,8:06,0,0
291,31,9/1/2018,Late,10:59,19:09,0,0
292,32,9/1/2018,Late,10:21,19:33,0,0
293,36,9/1/2018,Late,10:24,19:31,0,0
294,40,9/1/2018,Late,11:11,19:14,0,0
295,46,9/1/2018,Present,9:55,19:13,0,0
296,53,9/1/2018,Present,9:49,19:21,0,0
297,59,9/1/2018,Excused,10:18,12:10,0,0
298,60,9/1/2018,Present,10:03,19:52,0,0
299,61,9/1/2018,Late,10:07,19:51,0,0
300,62,9/1/2018,Present,10:01,19:39,0,0
301,64,9/1/2018,Late,10:05,19:51,0,0
302,1005,9/1/2018,Late,10:19,19:51,0,0
303,1006,9/1/2018,Absence,0:00,0:00,0,0
304,1007,9/1/2018,Late,10:50,19:13,0,0
305,9151,9/1/2018,Late,10:10,18:56,0,0
306,9152,9/1/2018,Excused,10:21,14:49,0,0
307,9159,9/1/2018,Present,9:57,19:34,0,0
308,9161,9/1/2018,Late,10:39,19:41,0,0
309,9162,9/1/2018,Late,10:10,19:22,0,0
310,9164,9/1/2018,Absence,0:00,0:00,0,0
311,9165,9/1/2018,Absence,0:00,0:00,0,0
312,9166,9/1/2018,Absence,0:00,0:00,0,0
313,9167,9/1/2018,Absence,0:00,0:00,0,0
314,9169,9/1/2018,Absence,0:00,0:00,0,0
315,9170,9/1/2018,Absence,0:00,0:00,0,0
316,9173,9/1/2018,Absence,0:00,0:00,0,0
317,9174,9/1/2018,Absence,0:00,0:00,0,0
318,9175,9/1/2018,Absence,0:00,0:00,0,0
319,9176,9/1/2018,Absence,0:00,0:00,0,0
320,9177,9/1/2018,Absence,0:00,0:00,0,0
321,9178,9/1/2018,Absence,0:00,0:00,0,0
322,9179,9/1/2018,Absence,0:00,0:00,0,0
323,9180,9/1/2018,Absence,0:00,0:00,0,0
324,9181,9/1/2018,Absence,0:00,0:00,0,0
325,3,10/1/2018,Late,10:24,19:14,0,0
326,22,10/1/2018,Late,11:58,20:20,0,0
327,31,10/1/2018,Late,10:22,19:03,0,0
328,32,10/1/2018,Missing Out,11:19,0:00,0,0
329,36,10/1/2018,Excused,10:31,18:54,0,0
330,40,10/1/2018,Late,12:44,18:58,0,0
331,46,10/1/2018,Present,9:46,19:06,0,0
332,53,10/1/2018,Absence,9:53,9:54,0,0
333,59,10/1/2018,Late,10:55,20:00,0,0
334,60,10/1/2018,Present,9:45,20:00,0,0
335,61,10/1/2018,Present,9:48,19:36,0,0
336,62,10/1/2018,Late,10:31,19:21,0,0
337,64,10/1/2018,Late,10:25,19:48,0,0
338,1005,10/1/2018,Absence,10:26,10:27,0,0
339,1006,10/1/2018,Absence,0:00,0:00,0,0
340,1007,10/1/2018,Late,10:34,19:21,0,0
341,9151,10/1/2018,Late,10:17,19:19,0,0
342,9152,10/1/2018,Late,10:21,19:21,0,0
343,9159,10/1/2018,Present,9:45,19:31,0,0
344,9161,10/1/2018,Late,10:24,19:50,0,0
345,9162,10/1/2018,Late,10:18,19:15,0,0
346,9164,10/1/2018,Absence,0:00,0:00,0,0
347,9165,10/1/2018,Absence,0:00,0:00,0,0
348,9166,10/1/2018,Absence,0:00,0:00,0,0
349,9167,10/1/2018,Absence,0:00,0:00,0,0
350,9169,10/1/2018,Absence,0:00,0:00,0,0
351,9170,10/1/2018,Absence,0:00,0:00,0,0
352,9173,10/1/2018,Absence,0:00,0:00,0,0
353,9174,10/1/2018,Absence,0:00,0:00,0,0
354,9175,10/1/2018,Absence,0:00,0:00,0,0
355,9176,10/1/2018,Absence,0:00,0:00,0,0
356,9177,10/1/2018,Absence,0:00,0:00,0,0
357,9178,10/1/2018,Absence,0:00,0:00,0,0
358,9179,10/1/2018,Absence,0:00,0:00,0,0
359,9180,10/1/2018,Absence,0:00,0:00,0,0
360,9181,10/1/2018,Absence,0:00,0:00,0,0
361,3,11/1/2018,Late,10:07,19:59,0,0
362,22,11/1/2018,Late,16:46,20:26,0,0
363,31,11/1/2018,Excused,10:28,15:09,0,0
364,32,11/1/2018,Late,10:21,20:08,0,0
365,36,11/1/2018,Late,10:23,20:08,0,0
366,40,11/1/2018,Late,11:42,20:08,0,0
367,46,11/1/2018,Present,9:43,19:50,0,0
368,53,11/1/2018,Late,10:32,21:49,0,0
369,59,11/1/2018,Late,10:08,20:32,0,0
370,60,11/1/2018,Present,10:02,20:31,0,0
371,61,11/1/2018,Late,10:12,20:23,0,0
372,62,11/1/2018,Late,10:29,19:38,0,0
373,64,11/1/2018,Late,10:34,19:58,0,0
374,1005,11/1/2018,Late,10:18,19:47,0,0
375,1006,11/1/2018,Absence,0:00,0:00,0,0
376,1007,11/1/2018,Late,10:48,19:47,0,0
377,9151,11/1/2018,Late,10:08,19:48,0,0
378,9152,11/1/2018,Late,10:43,19:38,0,0
379,9159,11/1/2018,Present,9:56,19:58,0,0
380,9161,11/1/2018,Excused,10:33,18:33,0,0
381,9162,11/1/2018,Late,10:08,19:49,0,0
382,9164,11/1/2018,Absence,0:00,0:00,0,0
383,9165,11/1/2018,Absence,0:00,0:00,0,0
384,9166,11/1/2018,Absence,0:00,0:00,0,0
385,9167,11/1/2018,Absence,0:00,0:00,0,0
386,9169,11/1/2018,Absence,0:00,0:00,0,0
387,9170,11/1/2018,Absence,0:00,0:00,0,0
388,9173,11/1/2018,Absence,0:00,0:00,0,0
389,9174,11/1/2018,Absence,0:00,0:00,0,0
390,9175,11/1/2018,Absence,0:00,0:00,0,0
391,9176,11/1/2018,Absence,0:00,0:00,0,0
392,9177,11/1/2018,Absence,0:00,0:00,0,0
393,9178,11/1/2018,Absence,0:00,0:00,0,0
394,9179,11/1/2018,Absence,0:00,0:00,0,0
395,9180,11/1/2018,Absence,0:00,0:00,0,0
396,9181,11/1/2018,Absence,0:00,0:00,0,0
397,3,12/1/2018,Non Working day,0:00,0:00,0,0
398,22,12/1/2018,Non Working day,0:00,0:00,0,0
399,31,12/1/2018,Non Working day,0:00,0:00,0,0
400,32,12/1/2018,Non Working day,0:00,0:00,0,0
401,36,12/1/2018,Non Working day,0:00,0:00,0,0
402,40,12/1/2018,Non Working day,0:00,0:00,0,0
403,46,12/1/2018,Non Working day,0:00,0:00,0,0
404,53,12/1/2018,Non Working day,0:00,0:00,0,0
405,59,12/1/2018,Non Working day,0:00,0:00,0,0
406,60,12/1/2018,Non Working day,0:00,0:00,0,0
407,61,12/1/2018,Non Working day,0:00,0:00,0,0
408,62,12/1/2018,Non Working day,0:00,0:00,0,0
409,64,12/1/2018,Non Working day,0:00,0:00,0,0
410,1005,12/1/2018,Non Working day,0:00,0:00,0,0
411,1006,12/1/2018,Non Working day,0:00,0:00,0,0
412,1007,12/1/2018,Non Working day,0:00,0:00,0,0
413,9151,12/1/2018,Non Working day,0:00,0:00,0,0
414,9152,12/1/2018,Non Working day,0:00,0:00,0,0
415,9159,12/1/2018,Non Working day,0:00,0:00,0,0
416,9161,12/1/2018,Non Working day,0:00,0:00,0,0
417,9162,12/1/2018,Non Working day,0:00,0:00,0,0
418,9164,12/1/2018,Non Working day,0:00,0:00,0,0
419,9165,12/1/2018,Non Working day,0:00,0:00,0,0
420,9166,12/1/2018,Non Working day,0:00,0:00,0,0
421,9167,12/1/2018,Non Working day,0:00,0:00,0,0
422,9169,12/1/2018,Non Working day,0:00,0:00,0,0
423,9170,12/1/2018,Non Working day,0:00,0:00,0,0
424,9173,12/1/2018,Non Working day,0:00,0:00,0,0
425,9174,12/1/2018,Non Working day,0:00,0:00,0,0
426,9175,12/1/2018,Non Working day,0:00,0:00,0,0
427,9176,12/1/2018,Non Working day,0:00,0:00,0,0
428,9177,12/1/2018,Non Working day,0:00,0:00,0,0
429,9178,12/1/2018,Non Working day,0:00,0:00,0,0
430,9179,12/1/2018,Non Working day,0:00,0:00,0,0
431,9180,12/1/2018,Non Working day,0:00,0:00,0,0
432,9181,12/1/2018,Non Working day,0:00,0:00,0,0
433,3,13/01/2018,Late,10:24,19:12,0,0
434,22,13/01/2018,Present,10:03,19:00,0,0
435,31,13/01/2018,Absence,0:00,0:00,0,0
436,32,13/01/2018,Late,10:32,19:36,0,0
437,36,13/01/2018,Late,10:35,19:32,0,0
438,40,13/01/2018,Late,11:09,19:22,0,0
439,46,13/01/2018,Present,9:42,19:37,0,0
440,53,13/01/2018,Early Out,9:55,18:27,0,0
441,59,13/01/2018,Early Out,9:40,18:49,0,0
442,60,13/01/2018,Absence,0:00,0:00,0,0
443,61,13/01/2018,Late,10:06,19:38,0,0
444,62,13/01/2018,Late,10:36,19:37,0,0
445,64,13/01/2018,Late,10:17,19:32,0,0
446,1005,13/01/2018,Late,11:25,19:58,0,0
447,1006,13/01/2018,Present,9:58,19:25,0,0
448,1007,13/01/2018,Absence,10:44,10:45,0,0
449,9151,13/01/2018,Present,9:57,19:21,0,0
450,9152,13/01/2018,Late,10:18,19:38,0,0
451,9159,13/01/2018,Present,9:58,19:22,0,0
452,9161,13/01/2018,Late,10:16,19:36,0,0
453,9162,13/01/2018,Present,9:58,19:22,0,0
454,9164,13/01/2018,Absence,0:00,0:00,0,0
455,9165,13/01/2018,Absence,0:00,0:00,0,0
456,9166,13/01/2018,Absence,0:00,0:00,0,0
457,9167,13/01/2018,Absence,0:00,0:00,0,0
458,9169,13/01/2018,Absence,0:00,0:00,0,0
459,9170,13/01/2018,Absence,0:00,0:00,0,0
460,9173,13/01/2018,Absence,0:00,0:00,0,0
461,9174,13/01/2018,Absence,0:00,0:00,0,0
462,9175,13/01/2018,Absence,0:00,0:00,0,0
463,9176,13/01/2018,Absence,0:00,0:00,0,0
464,9177,13/01/2018,Absence,0:00,0:00,0,0
465,9178,13/01/2018,Absence,0:00,0:00,0,0
466,9179,13/01/2018,Absence,0:00,0:00,0,0
467,9180,13/01/2018,Absence,0:00,0:00,0,0
468,9181,13/01/2018,Absence,0:00,0:00,0,0
469,3,14/01/2018,Excused,11:40,16:58,0,0
470,22,14/01/2018,Absence,0:00,0:00,0,0
471,31,14/01/2018,Absence,0:00,0:00,0,0
472,32,14/01/2018,Absence,10:24,10:25,0,0
473,36,14/01/2018,Late,10:30,19:32,0,0
474,40,14/01/2018,Late,11:19,19:06,0,0
475,46,14/01/2018,Present,9:37,19:06,0,0
476,53,14/01/2018,Early Out,8:57,15:19,0,0
477,59,14/01/2018,Absence,0:00,0:00,0,0
478,60,14/01/2018,Late,11:39,19:19,0,0
479,61,14/01/2018,Late,10:08,19:06,0,0
480,62,14/01/2018,Late,10:23,18:58,0,0
481,64,14/01/2018,Late,10:31,19:06,0,0
482,1005,14/01/2018,Present,9:50,19:02,0,0
483,1006,14/01/2018,Present,9:49,19:35,0,0
484,1007,14/01/2018,Late,10:41,19:35,0,0
485,9151,14/01/2018,Present,9:30,19:07,0,0
486,9152,14/01/2018,Late,10:13,18:56,0,0
487,9159,14/01/2018,Late,10:19,19:06,0,0
488,9161,14/01/2018,Late,10:22,19:19,0,0
489,9162,14/01/2018,Present,9:31,19:08,0,0
490,9164,14/01/2018,Absence,0:00,0:00,0,0
491,9165,14/01/2018,Absence,0:00,0:00,0,0
492,9166,14/01/2018,Absence,0:00,0:00,0,0
493,9167,14/01/2018,Absence,0:00,0:00,0,0
494,9169,14/01/2018,Absence,0:00,0:00,0,0
495,9170,14/01/2018,Absence,0:00,0:00,0,0
496,9173,14/01/2018,Absence,0:00,0:00,0,0
497,9174,14/01/2018,Absence,0:00,0:00,0,0
498,9175,14/01/2018,Absence,0:00,0:00,0,0
499,9176,14/01/2018,Absence,0:00,0:00,0,0
500,9177,14/01/2018,Absence,0:00,0:00,0,0
501,9178,14/01/2018,Absence,0:00,0:00,0,0
502,9179,14/01/2018,Absence,0:00,0:00,0,0
503,9180,14/01/2018,Absence,0:00,0:00,0,0
504,9181,14/01/2018,Absence,0:00,0:00,0,0
505,3,15/01/2018,Late,10:19,20:02,0,0
